species_code,scientific_name,data_year,type,percent_forested_population,percent_global_population
flaowl,Psiloscops flammeolus,2022,breeding,0.68765333305963106,0.5939199136787001
whhwoo,Dryobates albolarvatus,2022,resident,0.43518363828727413,0.3913880210260511
wilsap,Sphyrapicus thyroideus,2022,breeding,0.4116505159030374,0.3578407511524373
bcrfin,Leucosticte australis,2022,nonbreeding,0.40360632379741396,0.35588879660483524
mouqua,Oreortyx pictus,2022,resident,0.4230285121400067,0.3438279533872006
virwar,Leiothlypis virginiae,2022,breeding,0.4645370556075352,0.31117064251630944
herwar,Setophaga occidentalis,2022,breeding,0.395706210207807,0.2925852640429129
wrenti,Chamaea fasciata,2022,resident,0.4741722347445935,0.28717580108563795
casfin,Haemorhous cassinii,2022,breeding,0.42741494186526746,0.2796786046964634
mouchi,Poecile gambeli,2022,breeding,0.4472282229701698,0.27435789371498326
bkrfin,Leucosticte atrata,2022,nonbreeding,0.4087103091404497,0.2693103019676168
clanut,Nucifraga columbiana,2022,resident,0.4779821919566636,0.26190445254919065
mouchi,Poecile gambeli,2022,nonbreeding,0.4530526589460284,0.2571236464534156
dusgro,Dendragapus obscurus,2022,resident,0.5101488331451953,0.2549859721649277
rensap,Sphyrapicus nuchalis,2022,breeding,0.4692217227774382,0.25269524257365633
calhum,Selasphorus calliope,2022,breeding,0.37208678046217974,0.24626948630003132
casvir,Vireo cassinii,2022,breeding,0.39639544266803356,0.24259659151773671
lawgol,Spinus lawrencei,2022,breeding,0.5090691614082073,0.23566588852369127
brthum,Selasphorus platycercus,2022,breeding,0.40305676859949086,0.23329053701766736
oaktit,Baeolophus inornatus,2022,resident,0.4699663117715547,0.23141352716472444
westan,Piranga ludoviciana,2022,breeding,0.44152655713378325,0.2311140995406673
dusfly,Empidonax oberholseri,2022,breeding,0.4401883827815362,0.23081334373872386
calthr,Toxostoma redivivum,2022,resident,0.5398648976232486,0.2239478232406132
pygnut,Sitta pygmaea,2022,resident,0.30348688397565826,0.22314545859483886
spoowl,Strix occidentalis,2022,resident,0.39228499437002234,0.2231307611496308
corfly,Empidonax difficilis occidentalis/hellmayri,2021,breeding,0.41619902107256274,0.21802400108929026
gnttow,Pipilo chlorurus,2022,breeding,0.41303498994060056,0.2178897593639268
macwar,Geothlypis tolmiei,2022,breeding,0.47853415163816887,0.21311049352585879
stejay,Cyanocitta stelleri,2022,resident,0.3990473635665966,0.20502291984745702
bcrfin,Leucosticte australis,2022,breeding,0.34628969838725426,0.19410436555213242
batpig1,Patagioenas fasciata,2022,nonbreeding,0.5214676303324488,0.19123273088393952
casfin,Haemorhous cassinii,2022,nonbreeding,0.34848492943590875,0.190531867837875
caltow,Melozone crissalis,2022,resident,0.4686947405463232,0.18193792385873717
refwar,Cardellina rubrifrons,2022,breeding,0.3297845351879841,0.17979513738056982
nopowl,Glaucidium gnoma,2022,resident,0.43239670941339864,0.17514536577050444
bkrfin,Leucosticte atrata,2022,breeding,0.2839875499516846,0.17425300090366058
nutwoo,Dryobates nuttallii,2022,resident,0.4992245133341226,0.17368943061000613
annhum,Calypte anna,2022,nonbreeding,0.4895276070475972,0.16620770505129656
cowscj1,Aphelocoma californica,2022,resident,0.4400461750587745,0.15901193542403513
gcrfin,Leucosticte tephrocotis,2022,nonbreeding,0.3911843270232032,0.15900623698491667
wesblu,Sialia mexicana,2022,breeding,0.34368499223680676,0.15624560545449068
hamfly,Empidonax hammondii,2022,breeding,0.47732315171300727,0.15525558632344838
annhum,Calypte anna,2022,breeding,0.46112144107526887,0.1495165524215538
allhum,Selasphorus sasin,2022,breeding,0.35785364221545907,0.14858384304099326
moublu,Sialia currucoides,2022,breeding,0.4270497151975645,0.14808784180253134
lazbun,Passerina amoena,2022,breeding,0.3747202431245016,0.14788357700832638
towsol,Myadestes townsendi,2022,nonbreeding,0.42050099735014235,0.14527411732156564
evegro,Coccothraustes vespertinus,2022,breeding,0.5043347254023418,0.1435801843382083
plsvir,Vireo plumbeus,2022,breeding,0.3362020331089357,0.13151545414577298
bkhgro,Pheucticus melanocephalus,2022,breeding,0.37738714070368246,0.13138348912214087
wesfly,Empidonax difficilis,2022,breeding,0.4033709231199068,0.12953236876079413
amedip,Cinclus mexicanus,2022,resident,0.4279739308878149,0.12950808232868793
towsol,Myadestes townsendi,2022,breeding,0.45326357523605154,0.1294022189254478
allhum,Selasphorus sasin,2022,nonbreeding,0.4595369737750428,0.12721007172285664
towwar,Setophaga townsendi,2022,breeding,0.5628061426289814,0.12709654999705916
btywar,Setophaga nigrescens,2022,breeding,0.3683513153126302,0.12705756720124706
acowoo,Melanerpes formicivorus,2022,resident,0.4380234534295344,0.12641094488110355
varthr,Ixoreus naevius,2022,nonbreeding,0.36071473410362215,0.12242839233491419
wilsap,Sphyrapicus thyroideus,2022,nonbreeding,0.26362029164625606,0.1207656592449892
chbchi,Poecile rufescens,2022,resident,0.43763232813991715,0.1201247808552471
rebsap,Sphyrapicus ruber,2022,nonbreeding,0.4100172945673178,0.11746839124871615
wewpew,Contopus sordidulus,2022,breeding,0.36642866792487144,0.11715537690451268
warvir,Vireo gilvus,2022,breeding,0.4713531547864302,0.1139054464045935
vigswa,Tachycineta thalassina,2022,breeding,0.38931252825712703,0.11273622606030857
grawar,Setophaga graciae,2022,breeding,0.31751373076628975,0.11227450764308104
pacwre1,Troglodytes pacificus,2022,nonbreeding,0.3602353530878932,0.10673151063387526
lewwoo,Melanerpes lewis,2022,breeding,0.25043943366027155,0.10600934819377895
hutvir,Vireo huttoni,2022,resident,0.3815426018151969,0.10434739288815569
spotow,Pipilo maculatus,2022,breeding,0.36039622725370746,0.10067200593998947
brncre,Certhia americana,2022,nonbreeding,0.4349501744885411,0.0950356187277017
rebnut,Sitta canadensis,2022,nonbreeding,0.4666621717230589,0.09379068669641367
rebnut,Sitta canadensis,2022,breeding,0.46657680780923516,0.09343503644698595
bkcspa,Spizella atrogularis,2022,breeding,0.4407971260843088,0.0908215869208312
brncre,Certhia americana,2022,breeding,0.4411774497898148,0.0905413952069426
nswowl,Aegolius acadicus,2022,nonbreeding,0.42560471700749397,0.09008290735031006
wesblu,Sialia mexicana,2022,nonbreeding,0.3139928293804985,0.0869712611591605
lawgol,Spinus lawrencei,2022,nonbreeding,0.5188872121686168,0.08542588056216562
compoo,Phalaenoptilus nuttallii,2022,breeding,0.42119098423636064,0.08377809839128773
rebsap,Sphyrapicus ruber,2022,breeding,0.35151125507158765,0.08354942009090852
pasfly,Empidonax difficilis [difficilis Group],2021,breeding,0.40123873715611685,0.08352281245247746
lewwoo,Melanerpes lewis,2022,nonbreeding,0.3374993893713344,0.0791661854384642
bushti,Psaltriparus minimus,2022,resident,0.37618685758042736,0.07849528502153405
pinsis,Spinus pinus,2022,breeding,0.5201570286960476,0.0759342235471837
vauswi,Chaetura vauxi,2022,breeding,0.4778402285357113,0.07378605128898517
wooscj2,Aphelocoma woodhouseii,2022,resident,0.355343816118192,0.0722889028094176
whtswi,Aeronautes saxatalis,2022,breeding,0.391493371032518,0.0711426834758395
gockin,Regulus satrapa,2022,nonbreeding,0.4131804573063841,0.07096197832033845
spotow,Pipilo maculatus,2022,nonbreeding,0.36477837743963737,0.06899044916138344
souwpw1,Antrostomus arizonae,2021,breeding,0.2890285095361538,0.0685371002630431
olsfly,Contopus cooperi,2022,breeding,0.49025662318878876,0.06708692324602519
soogro1,Dendragapus fuliginosus,2022,resident,0.43694211523274457,0.06680280109843163
pacwre1,Troglodytes pacificus,2022,breeding,0.46994540553707115,0.0666812896901632
compoo,Phalaenoptilus nuttallii,2022,nonbreeding,0.5701545547839526,0.061630966179221966
recpar,Amazona viridigenalis,2021,resident,0.221382737477456,0.059193707227322985
batpig1,Patagioenas fasciata,2022,breeding,0.39758004917535933,0.057604528087823494
clagre,Aechmophorus clarkii,2022,nonbreeding,0.38357627277148193,0.05693222311088565
coohaw,Accipiter cooperii,2022,breeding,0.4230610791208313,0.05679396209332374
brespa,Spizella breweri,2022,breeding,0.3845981709779445,0.05676023320591989
calcon,Gymnogyps californianus,2021,resident,0.25279312973422025,0.056354235733029424
pinsis,Spinus pinus,2022,nonbreeding,0.46451725457835674,0.05627726549452746
paired,Myioborus pictus,2022,breeding,0.3377791590754606,0.055909438708196015
redcro,Loxia curvirostra,2022,nonbreeding,0.4718465746999637,0.05553475246796438
norgos,Accipiter atricapillus,2022,breeding,0.5017139305164203,0.05509415522386457
wesgre,Aechmophorus occidentalis,2022,breeding,0.4658247374609679,0.053182991639067645
gryfly,Empidonax wrightii,2022,breeding,0.24542691839880634,0.05264424794565364
daejun,Junco hyemalis,2022,breeding,0.4695747891346922,0.050573869729466155
wilfly,Empidonax traillii,2022,breeding,0.3440105600151691,0.050397148134255096
clagre,Aechmophorus clarkii,2022,breeding,0.3858438383704231,0.05022187550971948
juntit1,Baeolophus ridgwayi,2022,resident,0.2551150575142227,0.04938725364083133
gockin,Regulus satrapa,2022,breeding,0.5298332984157081,0.048867197961861356
chispa,Spizella passerina,2022,breeding,0.4516406254628954,0.04801061331604996
yebmag,Pica nuttalli,2022,resident,0.199859454824897,0.04771940847780203
haiwoo,Dryobates villosus,2022,resident,0.4132959140223097,0.047369641968541945
britit,Baeolophus wollweberi,2022,resident,0.2812535860710718,0.0461069666817222
attwoo1,Picoides dorsalis,2022,resident,0.5885244269035423,0.0452824406046568
calqua,Callipepla californica,2022,resident,0.35459409555643634,0.04485410952364132
whtswi,Aeronautes saxatalis,2022,nonbreeding,0.5064807093738891,0.044647865019160266
norfli,Colaptes auratus,2022,breeding,0.40966561757764824,0.04404290712427754
truswa,Cygnus buccinator,2022,nonbreeding,0.6293806735625562,0.04344963934539432
whsowl1,Megascops trichopsis,2021,resident,0.29278098640595374,0.04298087845196529
lesgol,Spinus psaltria,2022,breeding,0.38772578801622515,0.042959930114931245
herthr,Catharus guttatus,2022,nonbreeding,0.4005115957122245,0.042875008641303336
wesowl1,Megascops kennicottii,2022,resident,0.3722491342199691,0.04085415551357298
rensap,Sphyrapicus nuchalis,2022,nonbreeding,0.23830456468839303,0.040177119175515155
rocwre,Salpinctes obsoletus,2022,breeding,0.31003195072184236,0.039217233240389025
yerwar,Setophaga coronata,2022,breeding,0.4800143133402002,0.03909615563337191
lesgol,Spinus psaltria,2022,nonbreeding,0.43625499397877837,0.038261940829203867
redcro9,Loxia sinesciuris,2022,resident,0.047977589149260605,0.038195908857218866
foxspa,Passerella iliaca,2022,nonbreeding,0.36529308186621257,0.03806675788500459
pinjay,Gymnorhinus cyanocephalus,2022,resident,0.25194782315225334,0.03631456051249296
redcro,Loxia curvirostra,2022,breeding,0.45995520177803684,0.035771354685502764
gryvir,Vireo vicinior,2022,breeding,0.3074842088418329,0.03554567136970525
belspa2,Artemisiospiza belli,2022,breeding,0.3868308307574265,0.035277363472176686
comnig,Chordeiles minor,2022,breeding,0.37945312904345135,0.033661416992505896
daejun,Junco hyemalis,2022,nonbreeding,0.31251021044682087,0.033428799852989535
norfli,Colaptes auratus,2022,nonbreeding,0.34419286201071214,0.032922779875886286
blkpho,Sayornis nigricans,2022,breeding,0.3848794260535741,0.03242922377267062
shshaw,Accipiter striatus,2022,breeding,0.4862787050616533,0.031603572773811116
pingro,Pinicola enucleator,2022,breeding,0.5725875856216474,0.031379537453614846
ruckin,Corthylio calendula,2022,breeding,0.5315351694295061,0.030917209322195004
varthr,Ixoreus naevius,2022,breeding,0.6140533365399085,0.03050088861386786
bewwre,Thryomanes bewickii,2022,nonbreeding,0.3887640532848006,0.030481762514398204
rethaw,Buteo jamaicensis,2022,breeding,0.39348547844649817,0.030074912260520847
amerob,Turdus migratorius,2022,nonbreeding,0.33112025303294323,0.029819616481259748
blkpho,Sayornis nigricans,2022,nonbreeding,0.39026682914293054,0.029521680056420956
goleag,Aquila chrysaetos,2022,nonbreeding,0.4186461585785286,0.02923025373335489
bewwre,Thryomanes bewickii,2022,breeding,0.3704076772130964,0.02876206810791833
swathr,Catharus ustulatus,2022,breeding,0.48868802465069017,0.028749359152585526
whbnut,Sitta carolinensis,2022,resident,0.3561191009510847,0.02867748780233372
bkbmag1,Pica hudsonia,2022,resident,0.3794279698911525,0.02861729796744757
blkswi,Cypseloides niger,2022,breeding,0.6230043589957702,0.028588059353245834
amerob,Turdus migratorius,2022,breeding,0.43896725441288187,0.028473296916969718
gusgro,Centrocercus minimus,2022,resident,0.18387497408598805,0.028360148936810433
wiltur,Meleagris gallopavo,2022,resident,0.3520326675861653,0.02813143255567809
ruckin,Corthylio calendula,2022,nonbreeding,0.3589387366527267,0.027708625911461282
herthr,Catharus guttatus,2022,breeding,0.5046855696878394,0.026865318583118764
brebla,Euphagus cyanocephalus,2022,breeding,0.3355383175196391,0.02642468668708588
vesspa,Pooecetes gramineus,2022,breeding,0.37889356299171867,0.026135028051920722
rufhum,Selasphorus rufus,2022,breeding,0.3878950409265465,0.025650178042798392
bulori,Icterus bullockii,2022,breeding,0.3595096903100841,0.025491031355171216
rudduc,Oxyura jamaicensis,2022,nonbreeding,0.3655162910772691,0.023526869179406724
mexjay4,Aphelocoma wollweberi,2022,resident,0.25247057891018515,0.023453957740009277
purfin,Haemorhous purpureus,2022,breeding,0.445605750400573,0.023246706672152194
blkrai,Laterallus jamaicensis,2021,nonbreeding,0.5031480062999681,0.02292853950078619
astfly,Myiarchus cinerascens,2022,breeding,0.3361551163695437,0.02273308976020127
orcwar,Leiothlypis celata,2022,breeding,0.4260158004535027,0.022721589335097638
rucspa,Aimophila ruficeps,2022,resident,0.31816353994508956,0.022441093141631833
oliwar,Peucedramus taeniatus,2022,resident,0.3936997907651007,0.02113382700793578
bargol,Bucephala islandica,2022,breeding,0.6571059899852437,0.020795713469074533
calgul,Larus californicus,2022,nonbreeding,0.3886965696232022,0.020767359909852928
prafal,Falco mexicanus,2022,breeding,0.31074631498336647,0.020669139974579618
bkchum,Archilochus alexandri,2022,breeding,0.3591600750477727,0.020593262709053685
yelwar,Setophaga petechia,2022,breeding,0.39689181203061313,0.02018344606380101
purfin,Haemorhous purpureus,2022,nonbreeding,0.5377571956198586,0.019860094536950635
rethaw,Buteo jamaicensis,2022,nonbreeding,0.33215334320607026,0.019348509710884178
grhowl,Bubo virginianus,2022,resident,0.4171410621220405,0.019230354279148775
houfin,Haemorhous mexicanus,2022,resident,0.4091449562062802,0.018827670551963365
wesgre,Aechmophorus occidentalis,2022,nonbreeding,0.30909712555972785,0.018716764132719065
ariwoo,Dryobates arizonae,2022,resident,0.24965843006521435,0.018679451145562846
wesgul,Larus occidentalis,2022,resident,0.22574576442922192,0.018276364199319307
saggro,Centrocercus urophasianus,2022,resident,0.36813548631148124,0.018220287570573458
phaino,Phainopepla nitens,2022,resident,0.43820644999411856,0.018094516970024153
buggna,Polioptila caerulea,2022,breeding,0.43757296677913177,0.018044765684426436
linspa,Melospiza lincolnii,2022,breeding,0.5285324113427461,0.01791374871242409
towwar,Setophaga townsendi,2022,nonbreeding,0.4949326948452762,0.017595875859288658
naswar,Leiothlypis ruficapilla,2022,breeding,0.4369835032049239,0.017549398271010097
pilwoo,Dryocopus pileatus,2022,resident,0.4127944862590778,0.01749661113192449
sonspa,Melospiza melodia,2022,breeding,0.3542360241162921,0.01748569309383952
treswa,Tachycineta bicolor,2022,breeding,0.4360540397394666,0.017306093571220277
monqua,Cyrtonyx montezumae,2022,resident,0.13050827994953063,0.01659058790303515
amewig,Mareca americana,2022,nonbreeding,0.2810196883324398,0.016552125685746988
canwre,Catherpes mexicanus,2022,resident,0.29044747436451324,0.01631574285360121
houwre,Troglodytes aedon,2022,breeding,0.3939867618550934,0.015830170634726335
coshum,Calypte costae,2022,breeding,0.5617657981782741,0.015654979105157934
maghum1,Eugenes fulgens,2022,breeding,0.42762128726077364,0.015007014382111463
buffle,Bucephala albeola,2022,nonbreeding,0.30716784232361777,0.014985385319787636
sagthr,Oreoscoptes montanus,2022,breeding,0.29159350194979783,0.014867639075365225
rinduc,Aythya collaris,2022,nonbreeding,0.3361583798621126,0.014543156348151209
wlswar,Cardellina pusilla,2022,breeding,0.4260499486927328,0.014540815327328198
shshaw,Accipiter striatus,2022,nonbreeding,0.42311321998909635,0.014404510351010496
zothaw,Buteo albonotatus,2022,breeding,0.27513004647240813,0.014229989278351273
bnhcow,Molothrus ater,2022,breeding,0.3921203194248672,0.01422275638483087
norgos,Accipiter atricapillus,2022,nonbreeding,0.43325273092260486,0.013895427299663577
heegul,Larus heermanni,2022,nonbreeding,0.23285777049818704,0.013426720103117906
foxspa,Passerella iliaca,2022,breeding,0.45869751807913445,0.01341684831432247
y00475,Fulica americana,2022,nonbreeding,0.38289583875153843,0.01340871411157052
whcspa,Zonotrichia leucophrys,2022,nonbreeding,0.3761437742745145,0.012548776749140858
nswowl,Aegolius acadicus,2022,breeding,0.492109203037608,0.01251452845405883
whcspa,Zonotrichia leucophrys,2022,breeding,0.4950486242643814,0.012398375673985612
hoomer,Lophodytes cucullatus,2022,nonbreeding,0.34050078368814113,0.012218180677402338
hooori,Icterus cucullatus,2022,breeding,0.3827776855901456,0.012194009341664237
caskin,Tyrannus vociferans,2022,breeding,0.23539084356529716,0.012079929526578282
rufgro,Bonasa umbellus,2022,resident,0.46356679039387216,0.012071572411120527
cedwax,Bombycilla cedrorum,2022,breeding,0.3632724920654766,0.01177346993915549
heptan,Piranga flava,2022,breeding,0.2557944753476225,0.011655039382484555
saypho,Sayornis saya,2022,breeding,0.29057503611710317,0.011620430356045519
bkbwoo,Picoides arcticus,2022,resident,0.4422101003224747,0.01151397891221844
calgul,Larus californicus,2022,breeding,0.37810603125485487,0.01150644486491874
cliswa,Petrochelidon pyrrhonota,2022,breeding,0.39128618878474497,0.01131791878001644
larspa,Chondestes grammacus,2022,breeding,0.3515235073070554,0.011284213753493246
baleag,Haliaeetus leucocephalus,2022,nonbreeding,0.3574965489333843,0.01120716261793742
yerwar,Setophaga coronata,2022,nonbreeding,0.47879259161703114,0.011139392156425839
osprey,Pandion haliaetus,2022,breeding,0.3660819965577298,0.011104970565283218
sposan,Actitis macularius,2022,breeding,0.4563407277487469,0.011049087022459905
nrwswa,Stelgidopteryx serripennis,2022,breeding,0.37490773678274925,0.011015770405135189
virrai,Rallus limicola,2022,nonbreeding,0.34929984946085935,0.010820023652604774
yeejun,Junco phaeonotus,2022,resident,0.6029832793718288,0.010813099567412299
canvas,Aythya valisineria,2022,nonbreeding,0.3337153653486498,0.0107488475080109
y00475,Fulica americana,2022,breeding,0.3536220228451317,0.010608933619477609
comblh1,Buteogallus anthracinus,2022,breeding,0.24244783808398518,0.010575685650937357
gryjay,Perisoreus canadensis,2022,resident,0.5854921296737033,0.010508356820371722
eargre,Podiceps nigricollis,2022,nonbreeding,0.45194922797901077,0.010503443587497167
bubfly,Empidonax fulvifrons,2021,breeding,0.611268879946977,0.010407169065706549
lobcur,Numenius americanus,2022,breeding,0.4047306185898037,0.010126521160532795
calgna,Polioptila californica,2022,resident,0.4750750369614453,0.010100320750508152
turvul,Cathartes aura,2022,breeding,0.34834080105274356,0.010019918917897731
wesmea,Sturnella neglecta,2022,breeding,0.3484552081776933,0.009958404399340296
saypho,Sayornis saya,2022,nonbreeding,0.36895970638399994,0.009697077169770859
goleag,Aquila chrysaetos,2022,breeding,0.4076970399296426,0.009679010868044706
coohaw,Accipiter cooperii,2022,nonbreeding,0.4115266393280082,0.009589321249604333
lucwar,Leiothlypis luciae,2022,breeding,0.2298461252368337,0.009538090388213075
comgol,Bucephala clangula,2022,nonbreeding,0.40549301333690513,0.009382028203822616
evegro,Coccothraustes vespertinus,2022,nonbreeding,0.39379897785720064,0.009360379284431855
crithr,Toxostoma crissale,2022,resident,0.2394726325137378,0.008850557013035443
forter,Sterna forsteri,2022,breeding,0.3736269157641626,0.00850964940608225
amekes,Falco sparverius,2022,breeding,0.342649173143859,0.008452864717545687
amecro,Corvus brachyrhynchos,2022,nonbreeding,0.42415475280858544,0.008372742028704252
tunswa,Cygnus columbianus,2022,nonbreeding,0.2339456658197917,0.008323143182704834
brebla,Euphagus cyanocephalus,2022,nonbreeding,0.3264592213818246,0.008263649998734348
scoori,Icterus parisorum,2022,breeding,0.2432679038850579,0.008232252759618317
reshaw,Buteo lineatus,2022,breeding,0.4563820511934947,0.008209987979415403
cintea,Spatula cyanoptera,2022,breeding,0.33540508600544333,0.008177201842827535
wesmea,Sturnella neglecta,2022,nonbreeding,0.3101533179823858,0.008137514894552987
prafal,Falco mexicanus,2022,nonbreeding,0.27979862530139027,0.008126928379191713
tribla,Agelaius tricolor,2022,resident,0.244412837109692,0.008108947668640721
